,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomeBand,AgeGroup,TenureGroup,RiskScore
770,46,0,Rarely,430,Research & Development,1,4,Medical,1069,4,Male,40,3,5,Research Director,4,Divorced,19627.0,21445.0,9,0,17,3,4,2,23,0,3,2,2,2,2,Alto,A partir de 45,0-2,0
771,54,0,Rarely,1082,Sales,2,4,Life Sciences,1070,3,Female,41,2,3,Sales Executive,3,Married,10686.0,8392.0,6,0,11,3,2,1,13,4,3,9,4,7,0,Medio,A partir de 45,6-9,2
772,56,0,Frequently,1240,Research & Development,9,3,Medical,1071,1,Female,63,3,1,Research Scientist,3,Married,2942.0,12154.0,2,0,19,3,2,1,18,4,3,5,4,0,4,Medio,A partir de 45,3-5,3
773,36,0,Rarely,796,Research & Development,12,5,Medical,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858.0,15669.0,0,0,11,3,2,0,15,2,2,14,8,7,8,Medio,Entre 26 y 45,10+,4
774,55,0,Non-Travel,444,Research & Development,2,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,16756.0,17323.0,7,0,15,3,2,0,31,3,4,9,7,6,2,Alto,A partir de 45,6-9,4
775,43,0,Rarely,415,Sales,25,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798.0,5268.0,5,0,13,3,3,1,18,5,3,1,0,0,0,Medio,Entre 26 y 45,0-2,1
776,20,1,Frequently,769,Sales,9,3,Marketing,1077,4,Female,54,3,1,Sales Representative,4,Single,2323.0,17205.0,1,1,14,3,2,0,2,3,3,2,2,0,4,Medio,Menores 25,0-2,4
777,36,1,Rarely,1334,Research & Development,10,3,Unknown,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416.0,17258.0,1,0,13,3,1,0,1,6,2,1,0,1,0,Bajo,Entre 26 y 45,0-2,8
778,46,0,Rarely,1003,Research & Development,8,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615.0,21029.0,8,1,23,4,1,3,19,2,3,16,13,1,7,Medio,A partir de 45,10+,6
779,51,1,Rarely,1323,Research & Development,4,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,2461.0,10332.0,9,1,12,3,3,3,18,2,4,10,0,2,7,Medio,A partir de 45,10+,3
780,28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722.0,12355.0,1,0,12,3,1,0,10,2,2,10,7,1,9,Medio,Entre 26 y 45,10+,7
781,26,0,Rarely,192,Research & Development,1,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955.0,11141.0,1,0,16,3,1,2,6,2,3,5,3,1,3,Medio,Entre 26 y 45,3-5,5
782,30,0,Rarely,1176,Research & Development,20,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957.0,9096.0,0,0,15,3,3,1,7,3,2,6,2,0,2,Medio,Entre 26 y 45,6-9,4
783,41,0,Rarely,509,Research & Development,7,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,3376.0,18863.0,1,0,13,3,3,0,10,3,3,10,6,0,8,Medio,Entre 26 y 45,10+,1
784,38,0,Rarely,330,Research & Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823.0,24608.0,0,0,18,3,1,1,20,4,2,19,9,1,9,Medio,Entre 26 y 45,10+,4
785,40,0,Rarely,1492,Research & Development,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,26542.0,4,0,20,4,4,1,14,6,3,11,10,11,1,Medio,Entre 26 y 45,10+,1
786,27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621.0,5869.0,1,0,19,3,4,3,3,4,3,3,2,1,2,Medio,Entre 26 y 45,3-5,1
787,55,0,Frequently,1091,Research & Development,2,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976.0,15813.0,3,0,18,3,2,1,23,4,3,3,2,1,2,Medio,A partir de 45,3-5,4
788,28,0,Rarely,857,Research & Development,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,3660.0,7909.0,3,0,13,3,4,0,10,4,4,8,7,1,7,Medio,Entre 26 y 45,6-9,0
789,44,1,Rarely,1376,Human Resources,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,4907.0,2326.0,9,0,14,3,4,1,24,1,3,20,6,3,4,Medio,Entre 26 y 45,10+,3
790,33,0,Rarely,654,Research & Development,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119.0,21214.0,4,0,15,3,3,1,9,2,3,3,2,1,2,Medio,Entre 26 y 45,3-5,0
791,35,1,Rarely,1204,Sales,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,9582.0,10333.0,0,1,22,4,1,0,9,2,3,8,7,4,7,Medio,Entre 26 y 45,6-9,6
792,33,1,Frequently,827,Research & Development,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,4508.0,3129.0,1,0,22,4,2,0,14,4,3,13,7,3,8,Medio,Entre 26 y 45,10+,3
793,36,0,Rarely,895,Research & Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207.0,22482.0,1,0,16,3,4,1,4,5,2,4,2,2,2,Medio,Entre 26 y 45,3-5,3
794,36,0,Frequently,618,Research & Development,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756.0,22266.0,0,0,17,3,3,0,7,1,2,6,2,0,4,Medio,Entre 26 y 45,6-9,3
795,37,0,Rarely,309,Sales,10,4,Unknown,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694.0,24223.0,2,1,14,3,3,3,8,5,3,1,0,0,0,Medio,Entre 26 y 45,0-2,3
796,25,1,Rarely,1219,Research & Development,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691.0,4605.0,1,1,15,3,2,1,7,3,4,7,7,5,6,Medio,A partir de 45,6-9,4
797,26,1,Rarely,1330,Research & Development,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377.0,19373.0,1,0,20,4,3,1,1,0,2,1,1,0,0,Medio,Entre 26 y 45,0-2,4
798,33,1,Rarely,1017,Research & Development,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,2313.0,2993.0,4,1,20,4,2,0,5,0,3,2,2,2,2,Medio,Entre 26 y 45,0-2,7
799,42,0,Rarely,469,Research & Development,2,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,17665.0,14399.0,0,0,17,3,4,1,23,3,3,22,6,13,7,Alto,Entre 26 y 45,10+,2
800,28,1,Frequently,1009,Research & Development,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596.0,7160.0,1,0,15,3,1,2,1,2,3,1,0,0,0,Medio,Entre 26 y 45,0-2,6
801,50,1,Frequently,959,Sales,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,4728.0,17251.0,3,1,14,3,4,0,5,4,3,0,0,0,0,Medio,A partir de 45,0-2,3
802,33,0,Frequently,970,Sales,7,3,Unknown,1114,4,Female,30,3,2,Sales Executive,2,Married,4302.0,13401.0,0,0,17,3,3,1,4,3,3,3,2,0,2,Medio,Entre 26 y 45,3-5,2
803,34,0,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,4907.0,22478.0,3,0,17,3,4,3,6,2,3,0,0,0,0,Medio,Entre 26 y 45,0-2,1
804,48,0,Non-Travel,1262,Research & Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16885.0,16154.0,2,0,22,4,3,0,27,3,2,5,4,2,1,Alto,A partir de 45,3-5,3
805,45,0,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,5593.0,17970.0,1,0,13,3,4,1,15,2,3,15,10,4,12,Medio,Entre 26 y 45,10+,1
806,52,0,Rarely,994,Research & Development,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445.0,15322.0,7,0,19,3,4,0,18,3,3,8,6,4,0,Medio,A partir de 45,6-9,3
807,38,0,Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740.0,5569.0,0,1,14,3,2,2,9,2,3,8,7,2,7,Medio,Entre 26 y 45,6-9,4
808,29,0,Rarely,1107,Research & Development,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514.0,26968.0,4,0,22,4,1,1,11,1,3,7,5,1,7,Medio,Entre 26 y 45,6-9,2
809,28,0,Rarely,950,Research & Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655.0,8039.0,0,0,17,3,2,3,10,3,2,9,7,1,4,Medio,Entre 26 y 45,6-9,6
810,46,0,Rarely,406,Sales,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,17465.0,15596.0,3,0,12,3,4,1,23,3,3,12,9,4,9,Alto,A partir de 45,10+,1
811,38,0,Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Unknown,7351.0,20619.0,7,0,16,3,3,0,10,2,3,1,0,0,0,Medio,Entre 26 y 45,0-2,3
812,43,0,Frequently,1082,Research & Development,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820.0,11535.0,8,0,11,3,3,1,18,3,3,8,7,0,1,Medio,Entre 26 y 45,6-9,2
813,39,1,Frequently,203,Research & Development,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169.0,13547.0,7,0,11,3,4,3,21,4,3,18,7,11,5,Alto,Entre 26 y 45,10+,1
814,40,0,Rarely,1308,Research & Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,19626.0,17544.0,1,0,14,3,1,0,21,2,4,20,7,4,9,Alto,Entre 26 y 45,10+,2
815,21,0,Rarely,984,Research & Development,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,2070.0,25326.0,1,1,11,3,3,0,2,6,4,2,2,2,2,Medio,Menores 25,0-2,4
816,39,0,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782.0,8770.0,9,0,15,3,3,0,9,2,2,5,4,0,3,Medio,Entre 26 y 45,3-5,4
817,36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Unknown,7779.0,23238.0,2,0,20,4,1,0,18,0,3,11,9,0,4,Medio,Entre 26 y 45,10+,3
818,31,0,Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,2791.0,21981.0,0,0,12,3,1,1,3,4,3,2,2,2,2,Medio,Entre 26 y 45,0-2,2
819,28,0,Rarely,1451,Research & Development,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Unknown,3201.0,19911.0,0,0,17,3,1,0,6,2,1,5,3,0,4,Medio,Entre 26 y 45,3-5,7
820,35,0,Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968.0,18500.0,1,0,11,3,4,1,5,3,3,5,2,0,2,Medio,Entre 26 y 45,3-5,0
821,49,0,Rarely,174,Sales,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,13120.0,11879.0,6,0,17,3,2,1,22,3,3,9,8,2,3,Alto,A partir de 45,6-9,4
822,34,0,Frequently,1003,Research & Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033.0,15834.0,2,0,11,3,4,0,5,3,2,3,2,0,2,Medio,Entre 26 y 45,3-5,2
823,29,0,Frequently,490,Research & Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Unknown,3291.0,17940.0,0,0,14,3,4,2,8,2,2,7,5,1,1,Medio,Entre 26 y 45,6-9,4
824,42,0,Rarely,188,Research & Development,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,9558.0,4,0,19,3,1,0,16,3,3,1,0,0,0,Medio,Entre 26 y 45,0-2,4
825,29,0,Rarely,718,Research & Development,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056.0,17689.0,1,1,15,3,3,1,10,2,2,10,7,1,2,Medio,Entre 26 y 45,10+,5
826,38,0,Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,2844.0,6004.0,1,0,13,3,4,1,7,2,4,7,6,5,0,Medio,Entre 26 y 45,6-9,0
827,28,0,Frequently,773,Research & Development,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703.0,22088.0,1,1,14,3,4,1,3,2,3,3,1,0,2,Medio,Entre 26 y 45,3-5,2
828,18,1,Non-Travel,247,Research & Development,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904.0,13556.0,1,0,12,3,4,0,0,0,3,0,0,0,0,Medio,Menores 25,0-2,1
829,33,1,Rarely,603,Sales,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,8224.0,18385.0,0,1,17,3,1,0,6,3,3,5,2,0,3,Medio,Entre 26 y 45,3-5,7
830,41,0,Rarely,167,Research & Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766.0,9051.0,3,0,11,3,1,1,6,4,3,1,0,0,0,Medio,Entre 26 y 45,0-2,4
831,31,1,Rarely,874,Research & Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610.0,6233.0,1,0,12,3,3,1,2,5,2,2,2,2,2,Medio,Entre 26 y 45,0-2,2
832,37,0,Rarely,367,Research & Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.0,17171.0,7,0,13,3,3,2,9,2,3,6,2,1,3,Medio,Entre 26 y 45,6-9,0
833,27,0,Rarely,199,Research & Development,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,2539.0,7950.0,1,0,13,3,3,1,4,0,3,4,2,2,2,Medio,Entre 26 y 45,3-5,0
834,34,0,Rarely,1400,Sales,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Unknown,5714.0,5829.0,1,0,20,4,1,0,6,3,2,6,5,1,3,Medio,Entre 26 y 45,6-9,5
835,35,0,Rarely,528,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,4323.0,7108.0,1,0,17,3,2,0,6,2,1,5,4,1,4,Medio,Entre 26 y 45,3-5,4
836,29,1,Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,7336.0,11162.0,1,0,13,3,1,1,11,3,1,11,8,3,10,Medio,Entre 26 y 45,10+,6
837,40,0,Frequently,593,Research & Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13499.0,13782.0,9,0,17,3,3,0,20,3,2,18,7,2,13,Alto,Entre 26 y 45,10+,3
838,42,1,Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,13758.0,2447.0,0,1,12,3,2,0,22,2,2,21,9,13,14,Alto,Entre 26 y 45,10+,8
839,42,0,Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,5155.0,2253.0,7,0,13,3,4,0,9,3,4,6,4,1,4,Medio,Entre 26 y 45,6-9,3
840,35,0,Rarely,982,Research & Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258.0,16340.0,6,0,12,3,2,1,10,2,3,8,0,1,7,Medio,Entre 26 y 45,6-9,2
841,24,0,Rarely,477,Research & Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,6409.0,8,0,22,4,4,0,6,2,3,4,3,1,2,Medio,Menores 25,3-5,2
842,28,1,Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Unknown,2515.0,22955.0,1,1,11,3,4,0,1,4,2,1,1,0,4,Medio,Entre 26 y 45,0-2,5
843,26,0,Rarely,1384,Research & Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Unknown,4420.0,13421.0,1,0,22,4,2,1,8,2,3,8,7,0,7,Medio,Entre 26 y 45,6-9,3
844,30,0,Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,6578.0,2706.0,1,0,18,3,1,1,10,3,3,10,3,1,4,Medio,Entre 26 y 45,10+,2
845,40,0,Frequently,902,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422.0,21203.0,3,1,13,3,4,1,16,3,1,1,1,0,0,Medio,Entre 26 y 45,0-2,5
846,35,0,Rarely,819,Research & Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274.0,19588.0,2,0,18,3,2,1,15,2,4,7,7,6,4,Medio,Entre 26 y 45,6-9,4
847,34,0,Frequently,669,Research & Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343.0,25755.0,0,0,20,4,3,0,14,3,3,13,9,4,9,Medio,Entre 26 y 45,10+,2
848,35,0,Frequently,636,Research & Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376.0,26537.0,1,0,13,3,2,1,2,2,4,2,2,2,2,Medio,Entre 26 y 45,0-2,2
849,43,1,Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,5346.0,9489.0,8,0,13,3,2,0,7,2,2,4,3,1,3,Medio,Entre 26 y 45,3-5,5
850,32,0,Rarely,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827.0,14947.0,1,0,12,3,3,3,1,3,3,1,0,0,0,Medio,Entre 26 y 45,0-2,3
851,56,0,Rarely,718,Research & Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,19943.0,18575.0,4,0,13,3,4,1,28,2,3,5,2,4,2,Alto,A partir de 45,3-5,2
852,29,0,Rarely,1401,Research & Development,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131.0,26342.0,1,0,13,3,1,1,10,5,3,10,8,0,8,Medio,Entre 26 y 45,10+,3
853,19,0,Rarely,645,Research & Development,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,2552.0,7172.0,1,0,25,4,3,0,1,4,3,1,1,0,0,Medio,Menores 25,0-2,3
854,45,0,Rarely,1457,Research & Development,7,3,Unknown,1195,1,Female,83,3,1,Research Scientist,3,Married,4477.0,20100.0,4,0,19,3,3,1,7,3,2,3,2,0,2,Medio,Entre 26 y 45,3-5,3
855,37,0,Rarely,977,Research & Development,1,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474.0,9961.0,1,0,13,3,2,1,14,2,2,14,8,3,11,Medio,Entre 26 y 45,10+,4
856,20,0,Rarely,805,Research & Development,3,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033.0,12828.0,1,0,12,3,1,0,2,2,2,2,2,1,2,Medio,Menores 25,0-2,5
857,44,1,Rarely,1097,Research & Development,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,2936.0,10826.0,1,1,11,3,3,0,6,4,3,6,4,0,4,Medio,Entre 26 y 45,6-9,2
858,53,0,Rarely,1223,Research & Development,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,18606.0,18640.0,3,0,18,3,2,1,26,6,3,7,7,4,7,Alto,A partir de 45,6-9,2
859,29,0,Rarely,942,Research & Development,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,2168.0,26933.0,0,1,18,3,1,1,6,2,2,5,4,1,3,Medio,Entre 26 y 45,3-5,7
860,22,1,Frequently,1256,Research & Development,3,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,2853.0,4223.0,0,1,11,3,2,1,1,5,3,0,0,0,0,Medio,Menores 25,0-2,5
861,46,0,Rarely,1402,Sales,2,3,Unknown,1204,3,Female,69,3,4,Manager,1,Unknown,17048.0,24097.0,8,0,23,4,1,0,28,2,3,26,15,15,4,Alto,A partir de 45,10+,4
862,44,0,Rarely,111,Research & Development,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,2290.0,4279.0,2,0,13,3,4,0,6,3,3,0,0,0,0,Medio,Entre 26 y 45,0-2,1
863,33,0,Rarely,147,Human Resources,2,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,3600.0,8429.0,1,0,13,3,4,1,5,2,3,5,4,1,4,Medio,Entre 26 y 45,3-5,1
864,41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107.0,20293.0,6,0,17,3,1,1,5,2,1,1,0,0,0,Medio,Entre 26 y 45,0-2,8
865,30,0,Rarely,1329,Sales,29,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115.0,13192.0,8,0,19,3,3,3,8,3,3,4,3,0,3,Medio,Entre 26 y 45,3-5,2
866,40,0,Frequently,1184,Sales,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,4327.0,25440.0,5,0,12,3,4,3,5,2,3,0,0,0,0,Medio,Entre 26 y 45,0-2,4
867,50,0,Frequently,1421,Research & Development,2,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,17856.0,9490.0,2,0,22,4,3,1,32,3,3,2,2,2,2,Alto,A partir de 45,0-2,2
868,28,0,Rarely,1179,Research & Development,19,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196.0,12449.0,1,0,12,3,3,3,6,3,3,6,5,3,3,Medio,Entre 26 y 45,6-9,2
869,46,0,Rarely,1450,Research & Development,15,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,19081.0,10849.0,5,0,11,3,1,1,25,2,3,4,2,0,3,Alto,A partir de 45,3-5,4
870,35,0,Rarely,1361,Sales,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Unknown,8966.0,21026.0,3,1,15,3,4,3,15,2,3,7,7,1,7,Medio,Entre 26 y 45,6-9,4
871,24,1,Rarely,984,Research & Development,17,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210.0,3372.0,1,0,13,3,1,1,1,3,1,1,0,0,0,Medio,Menores 25,0-2,7
872,33,0,Frequently,1146,Sales,25,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,4539.0,4905.0,1,0,12,3,1,1,10,3,2,10,7,0,1,Medio,Entre 26 y 45,10+,5
873,36,0,Rarely,917,Research & Development,6,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741.0,6865.0,1,0,14,3,3,1,7,4,3,7,7,1,7,Medio,Entre 26 y 45,6-9,0
874,30,0,Rarely,853,Research & Development,7,4,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Unknown,3491.0,11309.0,1,0,13,3,1,3,10,4,2,10,7,8,9,Medio,Entre 26 y 45,10+,4
875,44,0,Rarely,200,Research & Development,29,4,Other,1225,4,Male,32,3,2,Research Scientist,4,Single,4541.0,7744.0,1,0,25,4,2,0,20,3,3,20,11,13,17,Medio,Entre 26 y 45,10+,2
876,20,0,Rarely,654,Sales,21,3,Marketing,1226,3,Male,43,4,1,Sales Representative,4,Single,2678.0,5050.0,1,0,17,3,4,0,2,2,3,2,1,2,2,Medio,Menores 25,0-2,0
877,46,0,Rarely,150,Research & Development,2,4,Technical Degree,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379.0,17433.0,2,0,11,3,3,1,12,3,2,6,3,1,4,Medio,A partir de 45,6-9,2
878,42,0,Non-Travel,179,Human Resources,2,5,Medical,1231,4,Male,79,4,2,Human Resources,1,Married,6272.0,12858.0,7,0,16,3,1,1,10,3,4,4,3,0,3,Medio,Entre 26 y 45,3-5,4
879,60,0,Rarely,696,Sales,7,4,Marketing,1233,2,Male,52,4,2,Sales Executive,4,Unknown,5220.0,10893.0,0,1,18,3,2,1,12,3,3,11,7,1,9,Medio,A partir de 45,10+,5
880,32,0,Frequently,116,Research & Development,13,3,Other,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743.0,7331.0,1,0,20,4,3,1,2,2,3,2,2,2,2,Medio,Entre 26 y 45,0-2,2
881,32,0,Frequently,1316,Research & Development,2,2,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,4998.0,2338.0,4,1,14,3,4,0,10,2,3,8,7,0,7,Medio,Entre 26 y 45,6-9,2
882,36,0,Rarely,363,Research & Development,1,3,Technical Degree,1237,3,Female,77,1,3,Manufacturing Director,1,Unknown,10252.0,4235.0,2,1,21,4,3,1,17,2,3,7,7,7,7,Medio,Entre 26 y 45,6-9,4
883,33,0,Rarely,117,Research & Development,9,3,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,2781.0,6311.0,0,0,13,3,2,1,15,5,3,14,10,4,10,Medio,Entre 26 y 45,10+,3
884,40,0,Rarely,107,Sales,10,3,Technical Degree,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852.0,11591.0,7,0,12,3,2,1,7,2,4,5,1,1,3,Medio,Entre 26 y 45,3-5,5
885,25,0,Rarely,1356,Sales,10,4,Life Sciences,1240,3,Male,57,3,2,Sales Executive,4,Single,4950.0,20623.0,0,0,14,3,2,0,5,4,3,4,3,1,1,Medio,A partir de 45,3-5,2
886,30,0,Rarely,1465,Research & Development,1,3,Medical,1241,4,Male,63,3,1,Research Scientist,2,Married,3579.0,9369.0,0,1,21,4,1,1,12,2,3,11,9,5,7,Medio,Entre 26 y 45,10+,6
887,42,0,Frequently,458,Research & Development,26,5,Medical,1242,1,Female,60,3,3,Research Director,1,Married,13191.0,23281.0,3,1,17,3,3,0,20,6,3,1,0,0,0,Alto,Entre 26 y 45,0-2,6
888,35,0,Non-Travel,1212,Sales,8,2,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,10377.0,13755.0,4,1,11,3,2,1,16,6,2,13,2,4,12,Medio,Entre 26 y 45,10+,6
889,27,0,Rarely,1103,Research & Development,14,3,Unknown,1244,1,Male,42,3,1,Research Scientist,1,Married,2235.0,14377.0,1,1,14,3,4,2,9,3,2,9,7,6,8,Medio,Entre 26 y 45,6-9,7
890,54,0,Frequently,966,Research & Development,1,4,Life Sciences,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502.0,9659.0,7,0,17,3,1,1,33,2,1,5,4,1,4,Medio,A partir de 45,3-5,4
891,44,0,Rarely,1117,Research & Development,2,1,Life Sciences,1246,1,Female,72,4,1,Research Scientist,4,Married,2011.0,19982.0,1,0,13,3,4,1,10,5,3,10,5,7,4,Medio,Entre 26 y 45,10+,1
892,19,1,Non-Travel,504,Research & Development,10,3,Medical,1248,1,Female,96,2,1,Research Scientist,2,Single,1859.0,6148.0,1,1,25,4,2,0,1,2,4,1,1,0,0,Medio,Menores 25,0-2,8
